1,Respondent,MainBranch,Country,DatabaseWorkedWith,DevType,LanguageWorkedWith,NEWCollabToolsWorkedWith,OpSys,PlatformWorkedWith,UndergradMajor
2854,44815,I am a developer by profession,India,Microsoft SQL Server;Oracle,"Developer, full-stack",Assembly;C#;HTML/CSS;JavaScript;SQL;VBA,"Microsoft Teams;Google Suite (Docs, Meet, etc)",Windows,Arduino;Raspberry Pi;Windows,"Computer science, computer engineering, or software engineering"
2855,44821,I am a developer by profession,India,Firebase;SQLite,"Developer, mobile",Dart;Java;Kotlin,"Github;Slack;Google Suite (Docs, Meet, etc)",Linux-based,Android,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2856,44826,I am a developer by profession,India,Firebase;SQLite,"Developer, mobile",Java;Kotlin,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Windows,Android,"Computer science, computer engineering, or software engineering"
2857,44838,I am a developer by profession,India,MongoDB;MySQL;Redis,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Educator;System administrator",Java;SQL,"Confluence;Jira;Github;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,AWS;Docker;Microsoft Azure;Windows,"Computer science, computer engineering, or software engineering"
2858,44841,I am a developer by profession,India,MariaDB;MySQL;SQLite,"Database administrator;Designer;Developer, desktop or enterprise applications;Developer, full-stack;Product manager",HTML/CSS;JavaScript;PHP;SQL,"Jira;Github;Google Suite (Docs, Meet, etc)",Linux-based,Google Cloud Platform;Linux;WordPress,"Computer science, computer engineering, or software engineering"
2859,44842,I am a student who is learning to code,India,MySQL,"Designer;Developer, front-end",HTML/CSS;PHP,Github,Windows,Windows,Mathematics or statistics
2860,44843,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL;SQLite,"Developer, full-stack",C++;JavaScript;Python;SQL,Github;Gitlab,Linux-based,AWS;Docker;Linux,"Computer science, computer engineering, or software engineering"
2861,44845,I am a developer by profession,India,MySQL,"Developer, mobile",C;C#;C++;HTML/CSS;Java;JavaScript;PHP,Jira;Github;Trello,Linux-based,Android;WordPress,"Computer science, computer engineering, or software engineering"
2862,44864,I am a developer by profession,India,Elasticsearch;Firebase;MongoDB;MySQL;Oracle;Redis;SQLite,"Developer, back-end",C;HTML/CSS;Java;JavaScript;Python;R;SQL,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,Android;AWS;Docker;Google Cloud Platform;Linux;Windows,"Computer science, computer engineering, or software engineering"
2863,44884,"I am not primarily a developer, but I write code sometimes as part of my work",India,Oracle,"Developer, back-end",Java,Confluence;Github,Windows,Linux;Windows,"Information systems, information technology, or system administration"
2864,44911,I am a developer by profession,India,SQLite,"Developer, mobile",Java;SQL,Confluence;Jira;Github;Microsoft Teams,Windows,Android,"Information systems, information technology, or system administration"
2865,44914,I am a developer by profession,India,Microsoft SQL Server;MySQL;SQLite,"Developer, full-stack",Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Github;Microsoft Teams,Windows,Microsoft Azure,"Information systems, information technology, or system administration"
2866,44916,I am a developer by profession,India,MariaDB;MySQL,"Developer, full-stack",Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Github;Slack;Google Suite (Docs, Meet, etc)",Windows,Linux;Windows;WordPress,"Information systems, information technology, or system administration"
2867,44917,I am a developer by profession,India,MongoDB;MySQL;SQLite,"Developer, back-end",HTML/CSS;Java;JavaScript;PHP;SQL,"Github;Google Suite (Docs, Meet, etc)",Linux-based,Arduino;Google Cloud Platform,"Computer science, computer engineering, or software engineering"
2868,44924,"I used to be a developer by profession, but no longer am",India,Microsoft SQL Server;MySQL;Oracle;SQLite,Designer;Engineering manager;Product manager;Scientist,C;C#;HTML/CSS;Java;R;SQL;VBA,"Confluence;Jira;Microsoft Teams;Google Suite (Docs, Meet, etc)",Windows,MacOS;Windows,"Computer science, computer engineering, or software engineering"
2869,44925,I am a developer by profession,India,Microsoft SQL Server,Data scientist or machine learning specialist,Python;R;SQL,Github,Windows,Microsoft Azure,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2870,44973,I am a developer by profession,India,Microsoft SQL Server;MongoDB;MySQL;Oracle,"Developer, full-stack",Java;JavaScript,Jira;Github;Gitlab;Slack,Windows,Docker;Linux,"Computer science, computer engineering, or software engineering"
2871,44974,I am a developer by profession,India,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL,"Developer, back-end;Developer, full-stack;Engineer, data;System administrator",C;HTML/CSS;JavaScript;PHP;Python;SQL,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Windows,AWS;Google Cloud Platform;Linux;Windows;WordPress,"Computer science, computer engineering, or software engineering"
2872,44996,I am a developer by profession,India,MongoDB,"Developer, front-end;Developer, full-stack",JavaScript,Github;Gitlab;Trello,Linux-based,AWS,"Computer science, computer engineering, or software engineering"
2873,45080,I am a developer by profession,India,MySQL,"Developer, back-end",JavaScript;Python;SQL,Github,Linux-based,Linux;Windows,"Computer science, computer engineering, or software engineering"
2874,45083,I am a developer by profession,India,Firebase;MongoDB;Redis,"Developer, full-stack",HTML/CSS;JavaScript;TypeScript,Jira;Github;Gitlab;Slack,Windows,Windows,"Computer science, computer engineering, or software engineering"
2875,45112,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Github,Linux-based,Arduino;AWS;Linux;Raspberry Pi;Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2876,45115,I am a developer by profession,India,Firebase;MySQL,"Developer, mobile",Dart;JavaScript;PHP;SQL;Swift,"Github;Slack;Google Suite (Docs, Meet, etc)",MacOS,iOS,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2877,45120,I am a developer by profession,India,Cassandra;DynamoDB;Firebase;MongoDB;MySQL;Oracle,"Developer, full-stack",C;C++;HTML/CSS;Java;JavaScript;PHP;R;Scala;SQL,Github;Gitlab,Linux-based,Android;Arduino;AWS;Google Cloud Platform;Kubernetes;Linux,"Computer science, computer engineering, or software engineering"
2878,45132,"I am not primarily a developer, but I write code sometimes as part of my work",India,Firebase,"Developer, front-end",JavaScript,"Google Suite (Docs, Meet, etc)",Windows,Android;Google Cloud Platform,"A natural science (such as biology, chemistry, physics, etc.)"
2879,45159,I am a developer by profession,India,MySQL,"Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test",HTML/CSS;PHP;SQL;TypeScript,Github;Gitlab;Slack,Windows,WordPress,"Computer science, computer engineering, or software engineering"
2880,45160,I am a developer by profession,India,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,"Developer, full-stack",Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Python;SQL,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,AWS;Docker;Google Cloud Platform;Windows,"Computer science, computer engineering, or software engineering"
2881,45174,I am a developer by profession,India,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,"Developer, back-end;Developer, QA or test",Java;SQL,Github,Linux-based,Linux,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2882,45182,I am a developer by profession,India,MongoDB,"Developer, full-stack",C;HTML/CSS;JavaScript;Python,"Github;Slack;Google Suite (Docs, Meet, etc)",MacOS,MacOS,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2883,45221,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL;SQLite,"Academic researcher;Data scientist or machine learning specialist;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics",Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;VBA,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Linux-based,Android;Docker;Google Cloud Platform;IBM Cloud or Watson;Linux;MacOS;Windows;WordPress,"Computer science, computer engineering, or software engineering"
2884,45235,I am a developer by profession,India,Firebase;Redis,"Data scientist or machine learning specialist;Designer;Developer, full-stack;Developer, mobile;DevOps specialist",Go;Java;TypeScript,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Linux-based,Android;Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations,"Computer science, computer engineering, or software engineering"
2885,45256,I am a developer by profession,India,Firebase;Microsoft SQL Server;MySQL;SQLite,"Developer, mobile;Developer, QA or test",Objective-C;Swift,Jira;Github;Gitlab;Facebook Workplace;Slack;Trello,MacOS,Android;iOS,"Computer science, computer engineering, or software engineering"
2886,45288,I am a developer by profession,India,DynamoDB;Elasticsearch;MySQL,"Data or business analyst;Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Engineer, data",Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,Confluence;Jira;Github;Trello,Linux-based,Android;Arduino;AWS;Docker;Linux;Windows,"Information systems, information technology, or system administration"
2887,45297,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL,"Developer, front-end",HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Jira;Github;Gitlab;Slack;Microsoft Azure;Trello,MacOS,Docker;Heroku;Linux;MacOS,Web development or web design
2888,45309,I am a developer by profession,India,Firebase,"Developer, mobile",C#;Java,Jira;Github;Slack,Windows,Android;Raspberry Pi;WordPress,"Computer science, computer engineering, or software engineering"
2889,45312,I am a developer by profession,India,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,"Developer, back-end",Java;JavaScript;SQL;TypeScript,Jira;Github;Gitlab;Microsoft Teams,Windows,AWS;Windows,"Computer science, computer engineering, or software engineering"
2890,45331,I am a developer by profession,India,Elasticsearch;Firebase;MongoDB;MySQL;SQLite,"Developer, back-end;Developer, QA or test",Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Linux-based,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Linux;MacOS;Raspberry Pi,"Computer science, computer engineering, or software engineering"
2891,45338,I am a developer by profession,India,MariaDB;MySQL,"Developer, back-end;Senior executive/VP",HTML/CSS;Java;PHP;SQL,"Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2892,45347,I am a developer by profession,India,Firebase;MongoDB;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",JavaScript;SQL,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Windows,Android;Heroku;iOS,"Computer science, computer engineering, or software engineering"
2893,45359,"I am not primarily a developer, but I write code sometimes as part of my work",India,Firebase;MongoDB,"Developer, front-end;Developer, full-stack",HTML/CSS;JavaScript,"Github;Google Suite (Docs, Meet, etc)",MacOS,Google Cloud Platform;Heroku,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2894,45365,I am a developer by profession,India,PostgreSQL,"Developer, back-end;Developer, desktop or enterprise applications",HTML/CSS;JavaScript;Python,Jira;Github;Gitlab,Linux-based,AWS,"Computer science, computer engineering, or software engineering"
2895,45391,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL,"Developer, back-end;Developer, front-end",HTML/CSS;JavaScript;PHP;SQL,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Linux-based,AWS;Docker;Linux;Windows,"Computer science, computer engineering, or software engineering"
2896,45547,I am a developer by profession,India,Cassandra;MySQL;Oracle;PostgreSQL,"Developer, back-end;Developer, full-stack;DevOps specialist;Educator",C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Confluence;Github;Slack,MacOS,IBM Cloud or Watson;Linux;MacOS;Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2897,45611,I am a developer by profession,India,Microsoft SQL Server,"Data scientist or machine learning specialist;Developer, desktop or enterprise applications",C#;HTML/CSS;JavaScript;Python,Microsoft Teams,Windows,Arduino;Microsoft Azure;Windows,"Computer science, computer engineering, or software engineering"
2898,45638,I am a developer by profession,India,MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Educator",C#;Go;JavaScript;Python,"Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Windows,Docker;Heroku;Linux;Windows,"Computer science, computer engineering, or software engineering"
2899,45652,I am a developer by profession,India,MariaDB;MongoDB;Oracle;PostgreSQL;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;Scala;SQL,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",MacOS,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;MacOS,"Computer science, computer engineering, or software engineering"
2900,45695,I am a developer by profession,India,DynamoDB;Firebase,"Developer, back-end",C++;Java;JavaScript;Python,Confluence;Jira;Github,MacOS,Android;AWS;Raspberry Pi,"Computer science, computer engineering, or software engineering"
2901,45708,I am a developer by profession,India,MongoDB,"Data scientist or machine learning specialist;Developer, mobile;Educator",Assembly;Bash/Shell/PowerShell;C;C++;Kotlin;Python;SQL,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2902,45710,I am a developer by profession,India,MongoDB;MySQL;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Github,Windows,AWS;Docker;Heroku;Linux;Windows;WordPress,"Information systems, information technology, or system administration"
